date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,KN%,wFS/C,wKC/C,wKN/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,wFO/C,vFO,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2023-06-14,6:40 PM.,AZ,PHI,away,Roof Closed.,78,518876,1B,3,0,0,0,0,0,0,0,1,1,0,0.257,0.314,0.422,0.736,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.231,0.04,-0.64,2.43,92.2,88.7,85.5,0.224,0.489,0.259,0.217,0.391,0.413,0.18,0.234,0.32,121.0,105.0,111.0,85.0,105.0,95.0,0.122,0.11,0.83,-0.45,92.4,82.1,0.261,0.378,0.163,0.268,0.411,0.256,87.0,101.0,99.0,0.181,0.88,90.8,0.22,0.352,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,6:40 PM.,AZ,PHI,away,Roof Closed.,74,605200,1B,5,0,1,1,0,0,0,0,0,2,3,0.264,0.316,0.434,0.75,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,72.0,100.0,91.0,113.0,105.0,101.0,0.226,0.027,0.248,-0.05,-1.83,-1.19,89.3,80.7,80.8,0.21,0.355,0.181,0.25,0.5,0.1669999999999999,0.275,0.477,0.372,89.0,99.0,100.0,71.0,97.0,88.0,0.325,0.061,-1.5,-0.55,89.6,77.0,0.381,0.552,0.096,0.188,0.5,0.2,73.0,93.0,88.0,0.113,0.13,87.5,0.3,0.3,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-12,6:40 PM.,AZ,PHI,away,Clear.,90,674072,PH,1,0,0,0,0,0,0,0,0,1,1,0.267,0.321,0.436,0.757,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.193,-0.88,2.53,-0.09,90.7,84.0,83.1,0.292,0.523,0.155,0.158,0.281,0.287,0.278,0.444,0.331,95.0,101.0,102.0,,,,,0.191,,0.71,,79.1,,,,0.229,0.325,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-11,1:41 PM.,LAD,PHI,home,Sunny.,86,657571,1B,4,0,1,0,0,0,1,0,0,1,2,0.27,0.324,0.44,0.764,657571,calebferguson,Ferguson,Left,Caleb Ferguson,LAD,3.43,3.85,60.1,101.0,108.0,100.0,0.767,10.44,3.43,9.55,0.6,1.84,0.296,0.361,0.166,0.32,0.451,,,,108.0,102.0,101.0,120.0,87.0,98.0,0.665,0.028,,0.19,0.92,,95.8,,80.0,0.277,0.34,0.26,0.25,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,107.0,101.0,99.0,0.307,-0.37,86.6,0.253,0.427,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,4:08 PM.,LAD,PHI,home,Partly Cloudy.,82,676272,P,3,0,1,1,0,0,0,0,1,0,1,0.271,0.327,0.448,0.775,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,130.0,102.0,105.0,153.0,110.0,121.0,0.289,0.174,0.16,1.2,-1.0,0.6,99.0,88.2,89.7,0.258,0.367,0.206,0.5,0.75,0.25,0.133,0.307,0.3989999999999999,115.0,100.0,110.0,107.0,99.0,100.0,0.192,0.185,1.75,1.25,98.8,80.6,0.258,0.382,0.178,0.184,0.303,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,7:09 PM.,LAD,PHI,home,Cloudy.,73,624647,1B,3,0,1,0,0,0,0,0,0,1,0,0.269,0.32,0.441,0.761,624647,victorgonzalez,"González, V",Left,Victor González,LAD,4.01,3.21,33.2,96.0,82.0,97.0,0.719,8.02,2.67,7.22,0.53,2.17,0.207,0.5,0.196,0.239,0.4,75.0,76.0,86.0,,,,97.0,102.0,111.0,,0.298,0.065,,0.48,4.32,,87.1,86.1,,,,0.2,0.356,0.4679999999999999,0.1,0.1,0.313,,,,76.0,95.0,91.0,0.637,,1.46,,94.6,,0.258,0.348,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08,6:07 PM.,DET,PHI,home,Overcast.,75,663947,1B,4,0,2,1,0,0,1,0,0,0,1,0.267,0.32,0.444,0.764,663947,tylerholton,"Holton, T",Left,Tyler Holton,DET,2.11,3.5,85.1,103.0,89.0,101.0,0.753,7.8,1.9,5.91,0.95,1.28,0.208,0.468,0.177,0.303,0.44,93.0,106.0,104.0,79.0,103.0,95.0,101.0,104.0,109.0,0.279,0.143,0.225,2.59,2.08,0.98,91.5,82.9,81.8,0.178,0.219,0.271,0.135,0.189,0.3779999999999999,0.195,0.416,0.3329999999999999,80.0,91.0,98.0,79.0,109.0,101.0,0.123,0.036,5.64,-0.9,91.2,78.3,0.167,0.185,0.085,0.125,0.5,0.25,99.0,97.0,97.0,0.193,1.21,88.0,0.241,0.426,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,6:43 PM.,DET,PHI,home,Partly Cloudy.,75,641302,1B,3,0,1,0,0,0,0,0,0,0,0,0.256,0.312,0.43,0.742,641302,tyleralexander,"Alexander, T",Left,Tyler Alexander,DET,4.5,3.61,44.0,110.0,87.0,102.0,0.846,9.0,1.02,9.0,1.64,0.64,0.256,0.333,0.147,0.31,0.471,79.0,109.0,99.0,87.0,113.0,108.0,66.0,111.0,103.0,0.281,0.088,0.169,1.92,0.74,-2.19,89.9,82.8,81.3,0.2,0.4,0.222,0.25,0.333,0.185,0.273,0.485,0.2,,,,68.0,115.0,102.0,0.11,,0.86,,89.8,,0.2,0.28,0.03,,,,102.0,105.0,98.0,0.351,-0.03,86.4,0.316,0.579,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-04,1:35 PM.,WSH,PHI,away,Cloudy.,69,592866,1B,5,2,2,0,0,0,0,0,0,1,2,0.253,0.311,0.434,0.745,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,94.0,114.0,103.0,0.433,0.182,0.171,-0.77,-1.7,-2.25,89.7,83.3,80.9,0.283,0.563,0.1669999999999999,0.313,0.5,0.281,0.315,0.483,0.1989999999999999,97.0,95.0,95.0,91.0,100.0,95.0,0.146,0.069,-0.45,-1.93,88.2,76.7,0.325,0.458,0.188,0.314,0.629,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,7:06 PM.,WSH,PHI,away,Partly Cloudy.,90,680686,1B,4,0,0,0,0,0,0,0,0,2,3,0.244,0.306,0.436,0.742,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.016,-1.21,-0.07,0.6,93.5,88.6,85.1,0.291,0.557,0.2019999999999999,0.163,0.233,0.429,0.286,0.357,0.1,96.0,95.0,97.0,93.0,101.0,90.0,0.176,0.161,0.15,0.24,93.1,82.2,0.313,0.385,0.138,0.221,0.358,0.349,95.0,95.0,83.0,0.181,-0.09,88.8,0.243,0.461,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,1:10 PM.,NYM,PHI,away,Sunny.,82,453286,1B,3,0,0,0,0,0,0,0,0,1,2,0.257,0.321,0.459,0.78,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,104.0,101.0,101.0,106.0,108.0,108.0,0.463,0.168,0.141,0.72,-0.21,0.03,93.7,83.8,84.0,0.255,0.458,0.238,0.25,0.545,0.364,0.207,0.283,0.275,96.0,101.0,104.0,,,,,0.124,,0.51,,75.4,,,,0.187,0.373,0.326,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.3329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,7:10 PM.,NYM,PHI,away,Clear.,69,471911,1B,3,0,2,0,0,0,0,0,0,0,1,0.268,0.333,0.479,0.812,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,0.323,0.184,0.299,-2.35,-1.99,0.12,92.7,87.2,84.1,0.358,0.651,0.166,0.329,0.575,0.3289999999999999,0.22,0.314,0.311,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,-3.88,-1.25,91.5,80.1,0.45,0.725,0.129,0.25,0.594,0.217,86.0,88.0,95.0,0.004,-9.5,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30,7:10 PM.,NYM,PHI,away,Clear.,65,673540,1B,3,0,1,0,0,0,0,0,0,2,0,0.25,0.311,0.471,0.782,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,109.0,97.0,97.0,100.0,93.0,102.0,0.37,0.116,,0.17,-0.96,,95.7,,82.7,0.244,0.399,0.173,0.333,0.952,0.245,,,,91.0,90.0,87.0,,,,,0.027,,-0.23,,72.8,,,,0.125,0.5,0.444,93.0,95.0,93.0,0.25,2.52,90.8,0.244,0.339,0.182,,,,,,,,,,,,,0.11,0.147,0.595,,,,0.237,0.95,83.2,,,,,,
2023-05-28,7:10 PM.,ATL,PHI,away,Partly Cloudy.,77,675911,1B,3,1,0,0,0,0,0,0,1,1,3,0.246,0.31,0.477,0.787,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,0.073,0.4,1.67,0.97,97.2,87.0,85.6,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,4:11 PM.,ATL,PHI,away,Sunny.,75,450203,1B,4,1,2,1,0,0,0,0,0,1,0,0.258,0.313,0.5,0.813,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,74.0,95.0,89.0,,,,0.317,,0.103,-1.26,,0.86,94.9,86.0,,0.292,0.482,0.225,,,,0.25,0.339,0.336,139.0,100.0,111.0,81.0,89.0,83.0,0.068,0.432,-4.03,1.79,94.2,82.3,0.474,0.711,0.071,0.177,0.258,0.42,89.0,92.0,87.0,0.08,0.25,89.1,0.296,0.407,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,7:20 PM.,ATL,PHI,away,Partly Cloudy.,80,689266,PH,1,0,0,0,0,0,0,0,0,1,0,0.241,0.302,0.483,0.785,689266,dylandodd,Dodd,Left,Dylan Dodd,ATL,7.6,8.37,34.1,106.0,82.0,98.0,0.842,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,0.489,0.285,0.178,-1.53,-4.07,-3.11,92.1,82.9,81.8,0.342,0.595,0.13,0.375,0.75,0.301,0.355,0.516,0.204,,,,,,,,,,,,,,,,,,,92.0,112.0,94.0,0.048,-3.19,85.3,0.333,0.667,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24,1:09 PM.,AZ,PHI,home,Sunny.,77,668678,1B,4,1,1,0,0,0,0,0,1,1,2,0.246,0.306,0.491,0.797,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,0.139,1.59,0.34,1.05,93.6,86.8,87.4,0.238,0.36,0.192,0.25,0.389,0.265,0.21,0.336,0.314,,,,97.0,95.0,92.0,0.007,,-3.38,,93.0,,0.286,0.714,0.125,0.21,0.344,0.405,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,,,,,,0.227,,,0.46,,,82.5,,,,121.0,104.0,112.0,,,,,,,,,
2023-05-23,6:42 PM.,AZ,PHI,home,Clear.,69,669194,1B,4,0,1,1,0,0,2,0,0,0,2,0.245,0.298,0.509,0.807,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,0.546,0.134,0.133,-0.72,0.52,-0.16,94.4,83.3,81.7,0.308,0.553,0.1669999999999999,0.174,0.565,0.257,0.203,0.407,0.312,99.0,94.0,98.0,,,,,0.052,,-2.44,,76.4,,,,0.429,0.714,0.182,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-22,6:43 PM.,AZ,PHI,home,Cloudy.,77,674072,1B,1,0,1,0,0,0,0,0,0,0,0,0.245,0.302,0.51,0.812,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.193,-0.88,2.53,-0.09,90.7,84.0,83.1,0.292,0.523,0.155,0.158,0.281,0.287,0.278,0.444,0.331,95.0,101.0,102.0,,,,,0.191,,0.71,,79.1,,,,0.229,0.325,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-20,4:07 PM.,CHC,PHI,home,Cloudy.,69,592791,1B,4,2,2,0,0,1,2,0,1,2,2,0.229,0.288,0.5,0.788,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,87.0,104.0,97.0,117.0,113.0,122.0,0.342,0.154,0.031,-0.69,0.75,-0.22,93.7,86.5,80.9,0.261,0.553,0.204,0.233,0.333,0.2739999999999999,0.28,0.44,0.106,109.0,111.0,113.0,97.0,107.0,97.0,0.102,0.149,0.9,-0.12,93.9,80.5,0.296,0.394,0.133,0.198,0.349,0.2,101.0,102.0,99.0,0.222,-0.32,88.6,0.311,0.521,0.2739999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-17,12:46 PM.,SF,PHI,away,Sunny.,60,548389,1B,2,0,0,0,0,0,0,0,0,1,0,0.205,0.255,0.432,0.687,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,94.0,112.0,113.0,59.0,106.0,96.0,97.0,109.0,106.0,0.26,0.292,0.248,-0.38,0.07,-2.35,92.5,83.7,87.2,0.275,0.512,0.275,0.274,0.487,0.179,0.305,0.508,0.289,,,,47.0,109.0,88.0,0.092,,-0.64,,90.3,,0.325,0.55,0.123,0.2,0.2,0.206,,,,,,,,,,,83.0,107.0,102.0,0.009,0.099,,-0.82,1.22,,85.6,75.9,,,,119.0,95.0,102.0,,,,,,,,,
