date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff
2024-05-10,6:40 PM.,CWS,CLE,away,Partly Cloudy.,67,676979,LF,4,1,1,1,0,0,0,0,0,1,0,0.308,0.42,0.477,0.897,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,0.021,0.537,,0.059,1.66,4.04,,-0.36,97.2,91.0,97.9,,,,,0.184,0.289,0.339,0.198,0.295,0.314,0.154,0.154,0.321,94.0,105.0,103.0,0.284,-0.14,91.6,0.268,0.458,0.334,138.0,102.0,107.0,0.098,-2.29,84.3,,,,,,,,,,,,,,,,,,,0.228,0.561,0.422,,,,,,,,,
2024-05-09,7:24 PM.,CWS,CLE,away,Drizzle.,53,607200,LF,4,0,1,0,0,0,0,0,0,2,0,0.311,0.429,0.475,0.904,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,76.0,105.0,93.0,0.308,0.003,,0.164,-6.18,0.59,,-0.54,92.9,87.7,93.0,,,,,0.228,0.351,0.165,0.5,0.5,0.0,0.25,0.358,0.202,78.0,104.0,97.0,0.323,0.43,89.9,0.262,0.47,0.232,126.0,101.0,106.0,0.202,1.28,83.5,,,,,,,,,,,,,,,,,,,0.165,0.309,0.251,,,,,,,,,
2024-05-08,1:11 PM.,DET,CLE,home,Sunny.,72,681857,C,4,2,1,0,0,1,1,0,0,1,1,0.316,0.438,0.491,0.929,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,0.205,0.234,0.06,0.223,-0.39,1.85,-3.32,-0.05,94.2,86.5,94.2,79.0,0.304,0.652,0.295,0.222,0.344,0.429,0.277,0.386,0.101,0.284,0.385,0.076,,,,,,,,,,111.0,97.0,103.0,0.278,2.08,84.8,0.143,0.194,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,6:10 PM.,DET,CLE,home,Drizzle.,72,628317,LF,1,0,0,0,0,0,0,0,0,0,1,0.321,0.449,0.453,0.902,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,0.072,0.225,0.016,,-2.6,-0.02,-4.36,,90.8,,90.4,76.4,0.5,0.75,0.0,,,,0.359,0.667,0.13,0.294,0.324,0.133,65.0,94.0,79.0,0.016,1.08,84.8,0.333,0.333,0.391,101.0,95.0,98.0,0.359,-0.34,81.4,0.31,0.569,0.268,,,,,,,110.0,105.0,110.0,0.312,-0.22,83.9,0.217,0.42,0.303,0.241,0.379,0.207,,,,,,,,,
2024-05-04,6:10 PM.,LAA,CLE,home,Overcast.,73,672282,1B,3,1,1,0,0,0,0,0,1,1,1,0.327,0.456,0.462,0.918,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,89.0,100.0,103.0,86.0,96.0,92.0,,,,,0.468,0.146,0.142,-0.56,,-3.5,-1.18,93.8,84.7,,75.0,0.37,0.804,0.216,0.351,0.544,0.319,0.278,0.508,0.253,,,,,,,,,,,,,117.0,106.0,114.0,0.244,-0.44,86.2,0.22,0.39,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,7:11 PM.,HOU,CLE,away,Roof Closed.,73,434378,C,4,0,2,0,0,0,0,0,0,1,2,0.327,0.453,0.469,0.922,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,110.0,101.0,97.0,116.0,98.0,102.0,,,,,0.487,0.219,0.101,-0.59,,-1.46,-0.58,93.5,84.0,,77.6,0.34,0.56,0.22,0.235,0.353,0.253,0.299,0.497,0.202,,,,,,,,,,,,,127.0,108.0,112.0,0.193,0.66,86.7,0.195,0.322,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,7:10 PM.,HOU,CLE,away,Roof Closed.,73,686613,DH,1,0,1,1,0,0,1,0,0,0,0,0.311,0.45,0.467,0.917,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,0.182,0.347,,0.126,0.16,0.92,,0.95,96.0,88.4,95.6,,0.237,0.421,0.305,0.221,0.26,0.296,0.244,0.413,0.288,0.275,0.321,0.161,90.0,103.0,101.0,0.17,0.14,92.4,0.23,0.363,0.216,110.0,103.0,107.0,0.051,1.7,89.1,0.2,0.2,0.236,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,,,,,,,,,,
2024-04-28,1:36 PM.,ATL,CLE,away,Partly Cloudy.,76,693821,DH,4,0,2,0,0,0,0,0,0,1,3,0.295,0.441,0.432,0.873,693821,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,5.04,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,,,,46.0,97.0,85.0,66.0,99.0,89.0,0.426,0.127,,0.132,-3.26,-1.07,,-0.05,91.5,85.1,90.2,,,,,0.258,0.258,0.283,0.32,0.68,0.286,0.344,0.458,0.086,,,,,,,,,,135.0,104.0,118.0,0.315,-1.07,83.7,0.278,0.593,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,7:20 PM.,ATL,CLE,away,Partly Cloudy.,73,450203,C,1,0,0,0,0,0,0,0,0,0,1,0.275,0.436,0.425,0.861,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,0.099,0.289,0.424,0.11,-1.4,0.39,0.78,-1.38,94.1,85.0,93.5,81.5,0.2,0.309,0.342,0.292,0.6,0.333,0.281,0.517,0.193,0.333,0.433,0.07,73.0,92.0,86.0,0.078,-0.75,88.5,0.286,0.571,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,7:20 PM.,ATL,CLE,away,Cloudy.,78,519242,C,4,0,1,0,0,0,1,0,0,2,1,0.282,0.444,0.436,0.88,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,0.072,0.378,,0.147,-0.12,-1.99,,2.97,94.8,87.1,94.2,,,,,0.159,0.195,0.236,0.281,0.443,0.241,0.327,0.551,0.133,,,,,,,,,,105.0,100.0,104.0,0.403,2.16,78.6,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,1:10 PM.,BOS,CLE,home,Partly Cloudy.,47,502624,C,2,0,0,0,0,0,0,0,2,0,3,0.286,0.46,0.457,0.917,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.4,4.49,58.1,100.0,106.0,99.0,0.779,6.48,3.24,8.49,1.85,0.61,0.239,0.388,0.197,0.287,0.414,120.0,105.0,110.0,89.0,96.0,89.0,76.0,94.0,83.0,80.0,88.0,78.0,0.017,0.149,0.04,0.304,-3.8,3.37,1.35,0.94,93.6,83.9,92.7,78.9,0.0,0.0,0.333,0.176,0.351,0.278,0.367,0.6,0.222,0.0,0.0,0.143,103.0,100.0,98.0,0.339,-1.19,88.8,0.319,0.611,0.201,121.0,98.0,100.0,0.152,0.48,80.5,,,,,,,,,,,,,,,,,,,0.186,0.326,0.253,,,,,,,,,
2024-04-23,6:09 PM.,BOS,CLE,home,Overcast.,53,656557,C,0,0,0,0,0,0,0,0,2,0,0,0.303,0.457,0.485,0.942,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,0.324,,,,,0.67,,,,,93.5,,,,,,,,,,,0.27,0.325,0.142,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,116.0,98.0,108.0,0.414,0.54,83.2,,,,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,0.23,0.357,0.302,,,,,,,,,
2024-04-21,1:41 PM.,OAK,CLE,home,Cloudy.,44,548389,1B,3,0,0,0,0,0,0,0,1,2,0,0.303,0.432,0.485,0.917,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,,,,62.0,100.0,87.0,90.0,102.0,90.0,0.142,0.303,,0.176,-0.05,-0.67,,-1.87,91.7,82.7,90.2,,0.364,0.455,0.179,0.333,0.52,0.241,0.244,0.422,0.175,0.39,0.441,0.078,80.0,107.0,92.0,0.159,0.67,87.5,0.245,0.367,0.156,121.0,108.0,112.0,0.134,-1.89,84.7,0.328,0.5,0.157,89.0,105.0,106.0,0.086,-1.1,76.3,,,,,,,,,,,,,,,,,,,,,
2024-04-20,6:10 PM.,OAK,CLE,home,Partly Cloudy.,47,622072,1B,4,2,2,0,0,0,0,0,1,2,2,0.333,0.45,0.533,0.983,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,,,,82.0,99.0,93.0,0.462,,,0.224,,-1.92,,-2.67,,84.5,90.5,,,,,0.4,0.6,0.161,,,,0.351,0.635,0.199,,,,,,,,,,74.0,94.0,90.0,0.315,-0.4,81.4,0.205,0.25,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,1:36 PM.,BOS,CLE,away,Cloudy.,48,657514,LF,3,1,1,1,0,0,0,0,0,0,0,0.308,0.429,0.538,0.967,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,4.06,3.88,51.0,97.0,92.0,93.0,0.802,9.88,3.88,8.82,1.06,1.37,0.225,0.401,0.162,0.31,0.489,,,,92.0,93.0,97.0,,,,84.0,103.0,93.0,0.466,,0.352,,,0.17,-0.62,,,,91.4,78.9,0.197,0.316,0.312,,,,,,,0.29,0.47,0.17,132.0,88.0,81.0,0.112,-0.74,86.8,0.364,0.455,0.086,82.0,98.0,98.0,0.071,1.71,84.2,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,1:40 PM.,NYY,CLE,home,Sunny.,71,641482,1B,4,1,1,1,0,0,0,0,1,3,2,0.304,0.419,0.522,0.941,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,86.0,116.0,113.0,0.014,0.442,,0.097,0.25,1.37,,-0.89,92.1,83.6,90.3,,,,,0.226,0.369,0.326,0.235,0.443,0.215,0.143,0.143,0.316,109.0,100.0,102.0,0.28,1.32,87.5,0.249,0.378,0.251,99.0,98.0,101.0,0.168,-1.27,78.2,0.364,0.727,0.167,,,,,,,,,,,,,,,,0.284,0.511,0.25,,,,,,,,,
2024-04-13,6:11 PM.,NYY,CLE,home,Clear.,56,547001,C,3,0,1,0,0,0,0,0,0,1,1,0.316,0.423,0.526,0.949,547001,codypoteet,Poteet,Right,Cody Poteet,NYY,2.22,5.01,24.1,99.0,93.0,97.0,0.861,5.92,2.96,6.66,0.74,1.36,0.211,0.437,0.085,0.225,0.385,107.0,94.0,97.0,100.0,107.0,100.0,78.0,95.0,92.0,78.0,103.0,93.0,0.247,0.284,0.099,0.198,0.76,2.57,-1.44,1.71,93.3,86.9,92.6,78.3,0.333,0.667,0.2,0.188,0.188,0.2,0.176,0.176,0.195,0.194,0.387,0.063,,,,,,,,,,133.0,92.0,101.0,0.172,1.24,81.2,,,,,,,,,,,,,,,,,,,0.214,0.214,0.185,,,,,,,,,
2024-04-10,6:11 PM.,CWS,CLE,home,Cloudy.,55,607200,DH,1,0,0,0,0,0,1,0,0,0,0,0.313,0.435,0.563,0.998,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,76.0,105.0,93.0,0.308,0.003,,0.164,-6.18,0.59,,-0.54,92.9,87.7,93.0,,,,,0.228,0.351,0.165,0.5,0.5,0.0,0.25,0.358,0.202,78.0,104.0,97.0,0.323,0.43,89.9,0.262,0.47,0.232,126.0,101.0,106.0,0.202,1.28,83.5,,,,,,,,,,,,,,,,,,,0.165,0.309,0.251,,,,,,,,,
2024-04-08,5:11 PM.,CWS,CLE,home,Partly Cloudy.,63,621383,DH,4,0,0,0,0,0,0,0,0,3,1,0.333,0.429,0.6,1.029,621383,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.41,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,0.084,0.31,0.149,0.129,0.31,0.59,1.27,-1.88,93.5,86.3,92.1,82.1,0.196,0.261,0.279,0.279,0.512,0.159,0.207,0.305,0.282,0.292,0.292,0.326,,,,,,,,,,109.0,95.0,93.0,0.327,-0.07,87.9,0.293,0.415,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,1:11 PM.,MIN,CLE,away,Sunny.,55,657746,C,3,1,1,0,0,1,3,0,0,0,0,0.455,0.529,0.818,1.347,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,,,,94.0,110.0,105.0,110.0,108.0,105.0,0.06,0.485,,,1.38,-0.77,,,94.0,,92.9,,,,,,,,0.194,0.379,0.275,0.345,0.483,0.094,,,,,,,,,,108.0,103.0,112.0,0.234,-0.09,83.1,0.343,0.6,0.216,,,,,,,101.0,103.0,94.0,0.221,0.2,88.6,0.202,0.387,0.258,0.207,0.37,0.337,,,,,,,,,
2024-04-04,3:17 PM.,MIN,CLE,away,Partly Cloudy.,48,641154,DH,0,0,0,0,0,0,0,0,1,0,0,0.5,0.571,0.625,1.196,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,0.073,0.407,0.1,0.201,1.65,-2.77,-1.28,-0.14,95.0,88.5,94.5,82.4,0.23,0.446,0.341,0.281,0.359,0.249,0.208,0.352,0.259,0.426,0.639,0.142,,,,,,,,,,106.0,103.0,110.0,0.219,-0.84,84.5,,,,,,,,,,,,,,,,,,,0.239,0.436,0.331,,,,,,,,,
2024-04-03,1:11 PM.,SEA,CLE,away,Partly Cloudy.,52,669923,3B,1,0,0,0,0,0,0,0,0,0,1,0.5,0.538,0.625,1.163,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,0.236,0.339,,,0.46,1.5,,,96.0,,96.0,,0.333,0.439,0.286,,,,0.221,0.458,0.291,0.263,0.354,0.105,97.0,99.0,93.0,0.004,0.79,92.3,,,,110.0,104.0,110.0,0.237,1.28,87.2,0.226,0.316,0.271,114.0,110.0,113.0,0.082,-1.95,83.4,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,,,,73.9,0.0,-3.5,,,,,,
2024-04-01,6:41 PM.,SEA,CLE,away,Clear.,61,676106,DH,1,0,0,0,0,0,0,0,0,0,0,0.571,0.583,0.714,1.297,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.94,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,,,,76.0,103.0,94.0,90.0,100.0,94.0,0.298,0.326,,0.211,0.6,-1.17,,0.03,93.4,86.5,93.2,,,,,0.185,0.323,0.239,0.253,0.443,0.226,0.323,0.538,0.149,,,,,,,,,,97.0,94.0,95.0,0.165,-3.11,84.1,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,1:07 PM.,OAK,CLE,away,Cloudy.,60,676664,1B,2,1,1,0,0,0,2,1,2,0,0,0.667,0.636,0.833,1.469,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,0.106,0.363,,0.192,-0.8,1.37,,-0.21,91.9,84.0,90.0,,,,,0.297,0.428,0.188,0.23,0.476,0.256,0.276,0.395,0.104,,,,,,,,,,118.0,100.0,105.0,0.339,-0.1,78.9,0.23,0.525,0.259,,,,,,,,,,,,,,,,0.239,0.381,0.213,,,,,,,,,
2024-03-28,7:10 PM.,OAK,CLE,away,Cloudy.,55,622072,DH,4,2,3,1,0,0,1,0,0,0,1,0.75,0.6,1.0,1.6,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,,,,82.0,99.0,93.0,0.462,,,0.224,,-1.92,,-2.67,,84.5,90.5,,,,,0.4,0.6,0.161,,,,0.351,0.635,0.199,,,,,,,,,,74.0,94.0,90.0,0.315,-0.4,81.4,0.205,0.25,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
