date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff
2023-04-05,1:10 PM.,MIN,MIA,home,Partly Cloudy.,84,641154,2B,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.211,0.1,2.08,1.34,0.25,-0.17,94.9,88.4,94.5,84.4,82.5,0.268,0.468,0.315,0.257,0.41,0.284,0.173,0.287,0.366,0.202,0.33,0.364,0.278,0.342,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-07,7:38 PM.,NYY,KC,away,Partly Cloudy.,67,607074,CF,2,1,2,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,0.188,0.247,0.495,0.199,0.361,0.393,0.281,0.531,0.276,,,,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-05,6:38 PM.,NYY,KC,away,Clear.,71,543037,CF,1,0,1,0,0,0,2,0,1,0,0,1.0,1.0,1.0,2.0,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,,0.04,0.7,17.25,1.25,,-3.6,95.9,88.2,93.7,88.2,,0.189,0.365,0.234,0.333,0.667,0.28,0.222,0.27,0.264,0.209,0.239,0.301,0.0,0.0,0.143,99.0,102.0,102.0,0.163,-0.7,91.4,0.32,0.56,0.22,102.0,99.0,106.0,0.187,2.35,82.5,,,,,,,,,,,,,,,,,,,,,
2024-10-02,4:38 PM.,BAL,KC,away,Cloudy.,69,621107,2B,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.236,0.418,0.248,0.188,0.354,0.105,,,,0.291,0.472,0.333,0.293,0.404,0.133,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,,,,,,,,,,,,,,,,,,,,,,,,,0.236,0.473,0.203
2024-10-01,4:08 PM.,BAL,KC,away,Overcast.,66,669203,LF,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.215,0.11,,-0.5,0.7,0.44,0.2,,89.2,97.0,87.2,80.3,,,,0.194,0.339,0.377,0.196,0.268,0.463,0.2,0.326,0.378,0.235,0.412,0.157,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.5,0.457
2024-09-28,7:20 PM.,ATL,KC,away,Cloudy.,72,625643,CF,2,0,1,0,0,0,0,0,1,1,0,0.23,0.275,0.3,0.575,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,0.552,0.294,0.116,0.038,1.19,,1.45,1.61,-3.58,95.5,86.1,,85.0,77.0,0.266,0.369,0.165,0.263,0.737,0.349,0.168,0.257,0.443,0.151,0.264,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,7:21 PM.,ATL,KC,away,Cloudy.,72,608331,3B,3,0,0,0,0,0,0,0,0,1,0,0.227,0.27,0.299,0.569,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,0.158,0.327,0.115,0.21,0.136,0.63,1.47,0.5,1.39,1.7,93.9,85.7,93.6,82.1,74.6,0.266,0.36,0.182,0.196,0.283,0.251,0.22,0.293,0.297,0.154,0.285,0.371,0.265,0.299,0.137,93.0,96.0,94.0,0.054,-1.33,88.5,0.286,0.476,0.286,,,,,,,,,,,,,,,,,,,,,,,,,0.167,0.2,0.358
2024-09-26,1:05 PM.,WSH,KC,away,Cloudy.,77,571578,CF,3,1,1,0,0,0,0,0,0,1,0,0.231,0.274,0.303,0.577,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.338,0.076,0.343,0.016,0.034,-1.46,-1.9,0.41,-2.3,-5.53,91.3,81.0,91.5,80.0,70.0,0.311,0.578,0.133,0.409,0.773,0.279,0.216,0.335,0.354,0.5,1.25,0.526,0.339,0.567,0.091,76.0,107.0,98.0,0.192,-0.37,85.7,0.301,0.434,0.223,,,,0.001,4.71,63.2,,,,,,,,,,,,,,,,,,,,,
2024-09-24,7:25 PM.,WSH,KC,away,Overcast.,66,680730,2B,2,0,1,0,0,0,0,0,0,0,0,0.229,0.273,0.302,0.575,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,0.486,0.098,0.225,,0.07,,-0.73,0.47,,92.5,,,84.5,80.5,0.276,0.425,0.12,,,,0.238,0.429,0.364,0.252,0.36,0.263,,,,,,,,,,,,,,,,,,,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,,,,
2024-09-22,1:11 PM.,SF,KC,home,Drizzle.,64,605483,2B,2,0,0,0,0,0,0,0,0,2,0,0.227,0.271,0.3,0.571,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,148.0,99.0,109.0,116.0,96.0,100.0,,,,106.0,87.0,91.0,,0.464,0.101,0.26,0.176,1.16,,0.11,2.25,0.95,95.9,85.5,,88.7,81.1,0.2,0.303,0.244,0.236,0.319,0.476,0.167,0.267,0.446,0.111,0.183,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,4:10 PM.,SF,KC,home,Partly Cloudy.,87,694738,1B,0,0,0,0,0,0,0,0,0,0,0,0.229,0.273,0.303,0.576,694738,landenroupp,Roupp,Right,Landen Roupp,SFG,3.58,4.05,50.1,98.0,125.0,106.0,0.763,8.4,4.65,7.69,0.36,1.6,0.231,0.427,0.196,0.252,0.397,97.0,92.0,93.0,155.0,103.0,121.0,66.0,70.0,66.0,102.0,96.0,95.0,115.0,84.0,93.0,0.405,0.019,0.042,0.441,0.094,-2.8,0.31,0.91,0.4,1.41,93.4,88.2,94.4,83.9,77.4,,,,0.111,0.111,0.357,0.25,0.25,0.6,0.224,0.357,0.335,0.257,0.343,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-20,7:11 PM.,SF,KC,home,Clear.,93,696131,CF,0,0,0,0,0,0,1,0,0,0,0,0.229,0.273,0.303,0.576,696131,masonblack,Black,Right,Mason Black,SFG,6.44,6.13,36.1,101.0,99.0,99.0,0.858,7.68,3.72,11.39,1.73,0.69,0.225,0.392,0.167,0.367,0.431,92.0,88.0,77.0,,,,86.0,103.0,98.0,101.0,100.0,97.0,109.0,97.0,101.0,0.285,0.321,0.371,,0.023,-2.69,-1.0,-0.68,,-13.48,92.4,87.6,92.6,83.3,,0.333,0.548,0.236,0.667,0.833,0.0,0.0,0.0,0.179,,,,0.326,0.535,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318,0.591,0.16
2024-09-18,6:40 PM.,DET,KC,home,Clear.,86,669373,CF,1,0,0,0,0,0,0,0,1,0,0,0.229,0.274,0.303,0.577,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.197,0.286,0.277,0.216,0.322,0.461,0.169,0.364,0.346,0.158,0.316,0.175,0.207,0.305,0.16,,,,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,,,,,,,
2024-09-16,6:40 PM.,DET,KC,home,Partly Cloudy.,86,681857,1B,0,0,0,0,0,0,0,0,0,0,0,0.23,0.272,0.305,0.577,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,0.205,0.234,0.278,0.06,0.223,-0.39,1.85,2.08,-3.32,-0.05,94.2,86.5,94.2,84.8,79.0,0.277,0.386,0.101,0.222,0.344,0.429,0.143,0.194,0.455,0.304,0.652,0.295,0.284,0.385,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,1:36 PM.,PIT,KC,away,Sunny.,83,683003,CF,1,0,0,0,0,0,0,0,1,1,2,0.23,0.272,0.305,0.577,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,95.0,96.0,98.0,132.0,102.0,109.0,,,,130.0,103.0,111.0,,0.493,0.348,0.093,0.066,0.15,,1.12,-2.53,-2.91,97.3,89.9,,88.8,81.5,0.224,0.425,0.257,0.317,0.561,0.229,0.208,0.354,0.373,0.348,0.87,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,1:07 PM.,PIT,KC,away,Sunny.,82,656605,LF,0,0,0,0,0,0,0,0,0,0,0,0.231,0.27,0.307,0.577,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,0.22,0.304,0.25,0.096,0.008,0.3,-0.26,-1.04,-0.11,-12.5,94.4,89.8,93.4,84.7,78.4,0.257,0.4,0.24,0.667,1.333,0.0,0.338,0.636,0.248,0.233,0.442,0.293,0.266,0.405,0.125,96.0,99.0,98.0,0.122,-1.0,90.4,0.272,0.593,0.195,,,,,,,,,,,,,,,,,,,,,,,,,0.204,0.331,0.25
2024-09-11,7:07 PM.,NYY,KC,away,Clear.,73,661563,1B,0,0,0,0,0,0,0,0,0,0,0,0.231,0.27,0.307,0.577,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,,,,108.0,94.0,105.0,,0.488,0.259,,0.253,0.06,,1.37,,0.37,96.6,91.6,,87.5,,0.205,0.395,0.285,0.179,0.282,0.269,0.171,0.312,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,7:08 PM.,NYY,KC,away,Clear.,76,573186,CF,0,0,0,0,0,0,0,0,0,0,0,0.231,0.27,0.307,0.577,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,,-4.01,-0.03,-2.37,-0.03,,89.9,,90.0,85.3,81.3,0.455,0.636,0.259,,,,0.258,0.386,0.272,0.0,0.0,0.265,0.306,0.466,0.12,106.0,101.0,99.0,0.182,-0.26,88.1,0.296,0.519,0.187,,,,,,,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313,,,,,,,,,
2024-09-09,7:09 PM.,NYY,KC,away,Clear.,74,607074,CF,2,0,0,0,0,0,0,0,0,1,0,0.231,0.27,0.307,0.577,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,0.188,0.247,0.495,0.199,0.361,0.393,0.281,0.531,0.276,,,,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,1:13 PM.,MIN,KC,home,Sunny.,73,680573,CF,1,0,0,0,0,0,1,0,0,0,0,0.234,0.273,0.31,0.583,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,0.403,0.312,0.093,0.193,0.82,,0.76,1.68,-3.33,93.1,82.8,,86.4,76.1,0.258,0.356,0.219,0.311,0.622,0.205,0.214,0.313,0.239,0.186,0.326,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,7:10 PM.,MIN,KC,home,Clear.,76,805673,2B,0,0,0,0,0,0,0,0,0,0,0,0.235,0.275,0.311,0.586,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,,,,114.0,100.0,105.0,,0.428,0.259,0.071,0.079,-1.19,,-1.68,-5.76,-3.13,94.9,85.8,,87.2,81.7,0.288,0.627,0.178,0.222,0.333,0.313,0.308,0.462,0.376,0.4,0.667,0.174,,,,96.0,101.0,95.0,0.162,-1.3,90.9,0.345,0.655,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,6:40 PM.,CLE,KC,home,Clear.,82,594902,LF,0,0,0,0,0,0,0,0,0,0,0,0.235,0.275,0.311,0.586,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.268,0.504,0.166,0.279,0.382,0.185,0.238,0.476,0.419,0.206,0.365,0.18,0.227,0.392,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.413,0.241
2024-08-31,6:10 PM.,HOU,KC,away,Roof Closed.,73,579328,RF,3,0,1,1,0,0,0,0,0,2,1,0.235,0.275,0.311,0.586,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,0.471,0.235,0.183,0.111,-0.08,,1.31,0.02,-0.15,95.5,86.7,,88.3,82.4,0.274,0.505,0.28,0.194,0.25,0.358,0.21,0.28,0.297,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,7:11 PM.,HOU,KC,away,Roof Closed.,73,664285,CF,2,0,0,0,0,0,0,0,0,1,1,0.233,0.275,0.306,0.581,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.4,1.0,0.273,0.226,0.278,0.354,0.233,0.467,0.383,0.121,0.187,0.398,0.276,0.399,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,7:10 PM.,HOU,KC,away,Roof Closed.,73,686613,RF,2,0,0,0,0,0,0,0,0,0,0,0.236,0.277,0.309,0.586,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.347,0.051,,0.126,0.16,0.92,1.7,,0.95,96.0,88.4,95.6,89.1,,0.244,0.413,0.288,0.221,0.26,0.296,0.2,0.2,0.236,0.237,0.421,0.305,0.275,0.321,0.161,90.0,103.0,101.0,0.17,0.14,92.4,0.23,0.363,0.216,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,,,,,,,,,,
2024-08-27,6:41 PM.,CLE,KC,away,Clear.,89,668909,RF,1,1,0,0,0,0,0,0,0,0,1,0.238,0.28,0.312,0.592,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,,,,95.0,80.0,96.0,,0.515,0.113,0.198,0.054,0.08,,-0.16,-0.01,-3.82,96.6,89.2,,88.6,79.5,0.286,0.421,0.22,0.417,0.833,0.148,0.258,0.387,0.242,0.155,0.31,0.304,,,,98.0,99.0,94.0,0.12,0.56,91.6,0.205,0.333,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,6:40 PM.,CLE,KC,away,Clear.,85,671106,CF,4,0,2,0,0,0,1,1,1,0,2,0.239,0.281,0.314,0.595,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,,,,60.0,98.0,88.0,,,,89.0,98.0,86.0,,0.484,0.187,,0.183,-1.54,,-2.55,,-0.92,91.2,81.7,,78.6,,0.342,0.609,0.147,0.237,0.438,0.269,,,,,,,,,,91.0,97.0,96.0,0.146,-0.03,85.3,0.245,0.491,0.202,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.576,0.333
2024-08-25,1:11 PM.,PHI,KC,home,Sunny.,93,663465,P,4,0,0,0,0,0,0,0,0,1,2,0.234,0.273,0.31,0.583,663465,kolbyallard,Allard,Left,Kolby Allard,PHI,5.0,4.34,27.0,102.0,65.0,98.0,0.801,7.67,2.67,11.33,1.67,1.11,0.198,0.36,0.174,0.372,0.47,74.0,108.0,102.0,85.0,96.0,101.0,56.0,100.0,93.0,38.0,115.0,101.0,,,,0.06,0.401,,0.122,0.243,-1.8,-8.18,,1.27,1.97,90.0,82.0,90.3,,71.7,0.333,0.611,0.162,0.263,0.316,0.234,,,,0.2,0.467,0.217,0.75,1.5,0.0,69.0,102.0,100.0,0.174,-2.26,84.4,0.375,0.625,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,6:10 PM.,PHI,KC,home,Partly Cloudy.,91,624133,RF,1,0,0,0,0,0,0,0,0,0,0,0.239,0.279,0.317,0.596,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,22.0,85.0,77.0,0.315,0.195,0.001,0.205,0.163,0.67,0.84,-4.62,1.02,-0.63,91.8,80.0,90.8,81.3,74.4,0.224,0.327,0.18,0.229,0.323,0.35,,,,0.189,0.342,0.339,0.27,0.381,0.101,101.0,98.0,93.0,0.121,-1.68,86.5,0.302,0.642,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,7:10 PM.,LAA,KC,home,Clear.,74,542881,CF,3,1,1,0,0,0,0,0,0,0,1,0.24,0.28,0.318,0.598,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,0.033,0.396,0.013,0.001,0.371,-0.73,-3.87,-0.06,-3.14,1.32,89.4,78.9,88.1,81.3,71.6,0.272,0.494,0.183,0.185,0.259,0.396,0.0,0.0,0.357,,,,0.261,0.696,0.152,99.0,100.0,96.0,0.185,-0.41,84.3,0.264,0.455,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,7:10 PM.,LAA,KC,home,Clear.,84,608334,RF,1,0,0,0,0,0,0,0,0,0,1,0.239,0.28,0.318,0.598,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,0.237,0.234,0.204,0.056,0.27,0.19,0.39,1.22,-7.73,-0.64,93.1,87.8,92.6,87.0,82.4,0.224,0.447,0.195,0.228,0.347,0.367,0.157,0.294,0.284,0.471,1.118,0.393,0.299,0.39,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.714,0.458
2024-08-18,1:41 PM.,CIN,KC,away,Partly Cloudy.,79,671096,LF,3,0,0,0,0,0,0,0,0,3,3,0.24,0.281,0.32,0.601,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,101.0,98.0,99.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,0.535,0.186,0.116,0.163,-0.26,,0.49,-1.56,0.23,92.8,84.8,,82.9,80.8,0.254,0.451,0.194,0.214,0.429,0.273,,,,0.327,0.653,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189,0.307,0.287
2024-08-17,6:42 PM.,CIN,KC,away,Overcast.,84,666157,1B,5,1,1,0,0,0,0,0,0,0,8,0.244,0.286,0.326,0.612,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,100.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,0.133,0.43,,0.273,0.164,0.11,0.99,,-0.75,-0.21,94.1,88.1,94.1,,81.7,0.241,0.407,0.23,0.232,0.39,0.259,,,,0.217,0.302,0.429,0.234,0.453,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
