date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/09/19,7:09 PM.,BOS,TEX,home,Roof Closed.,74,656557,LF,3,0,0,0,0,0,0,0,1,0,3,.290,.425,.484,.909,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.108,0.383,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,,93.4,83.9,,0.306,0.507,0.187,0.178,0.301,0.387,0.229,0.354,0.21600000000000003,0.325,0.55,0.157,,,,,,,,,,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,0.452,0.40399999999999997,,,,,,
2023/09/18,7:07 PM.,BOS,TEX,home,Roof Closed.,74,676710,LF,3,1,1,0,1,0,0,0,0,2,2,.321,.444,.536,.980,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,108.0,94.0,95.0,,0.391,0.281,0.132,,,1.44,0.35,,1.5,,,93.6,88.6,,,82.5,,,,,0.15,0.25,0.376,0.289,0.43,0.244,0.163,0.326,0.258,0.34,0.642,0.2,,,,,,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.357,0.214,92.0,101.0,103.0,0.119,-1.47,79.4
2023/09/17,1:41 PM.,CLE,TEX,away,Sunny.,71,668909,LF,2,1,1,0,0,0,0,0,2,1,0,.320,.455,.480,.935,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,0.553,,0.221,0.17,0.056,0.35,,,2.27,-1.23,-3.24,95.7,,88.2,,84.9,76.2,,,,0.157,0.241,0.318,,,,0.25,0.404,0.249,0.174,0.391,0.35200000000000004,0.353,0.588,0.212,,,,,,,,,,,,,,,,,,
2023/09/16,6:10 PM.,CLE,TEX,away,Partly Cloudy.,69,676440,LF,3,1,1,0,0,0,0,0,0,0,1,.304,.414,.478,.892,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,,,,0.471,,0.27,0.093,0.166,0.6,,,1.35,-1.11,1.07,94.9,,83.8,,84.7,78.3,,,,0.206,0.355,0.317,,,,0.243,0.348,0.19,0.271,0.479,0.233,0.213,0.298,0.37799999999999995,,,,,,,,,,,,,,,,,,
2023/09/15,7:10 PM.,CLE,TEX,away,Clear.,67,608337,CF,3,0,1,1,0,0,0,0,0,2,0,.300,.423,.500,.923,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,0.015,0.283,-0.85,,,-0.25,-3.72,-0.2,93.1,,80.9,,84.0,77.9,,,,0.236,0.438,0.345,,,,0.262,0.546,0.2,0.5,0.5,0.2,0.209,0.442,0.35200000000000004,,,,,,,,,,,,,,,,,,
2023/09/14,7:09 PM.,TOR,TEX,away,Clear.,65,592332,CF,3,1,0,0,0,0,0,0,2,2,3,.294,.435,.471,.906,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.108,,,1.13,,,-0.97,,,94.7,,,,83.6,,,,,0.348,0.565,0.353,,,,0.243,0.409,0.172,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,,,,
2023/09/13,7:07 PM.,TOR,TEX,away,Partly Cloudy.,65,579328,CF,4,1,2,0,0,0,1,0,0,1,0,.357,.444,.571,1.015,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.193,0.097,0.05,,,1.11,0.24,-1.83,95.1,,88.7,,88.7,83.1,,,,0.225,0.396,0.302,,,,0.27,0.412,0.268,0.284,0.463,0.307,0.254,0.508,0.193,,,,,,,,,,,,,,,,,,
2023/09/12,7:07 PM.,TOR,TEX,away,Roof Closed.,68,547943,LF,1,1,0,0,0,0,0,1,1,1,0,.300,.429,.600,1.029,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,,,,92.0,107.0,97.0,0.095,0.317,0.189,,0.171,0.228,-0.51,1.27,3.34,,-1.45,-2.1,88.6,85.1,78.1,87.7,,68.9,0.133,0.133,0.091,,,,0.238,0.357,0.207,0.265,0.633,0.11900000000000001,0.286,0.429,0.35200000000000004,0.276,0.448,0.25,,,,,,,,,,,,,,,,,,
2023/09/11,7:08 PM.,TOR,TEX,away,Clear.,72,605135,LF,4,2,2,0,0,1,1,0,0,1,2,.333,.417,.667,1.084,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,0.393,0.093,0.153,0.136,0.126,0.065,-3.9,-1.13,2.11,-0.72,0.67,1.71,92.4,87.8,84.1,91.9,75.6,70.7,0.22,0.336,0.14400000000000002,0.227,0.636,0.191,0.274,0.496,0.253,0.333,0.652,0.20600000000000002,0.192,0.295,0.318,0.189,0.351,0.10099999999999999,,,,78.0,84.0,84.0,0.033,-3.07,82.6,0.375,0.563,0.226,,,,,,
2023/09/10,1:38 PM.,OAK,TEX,home,Roof Closed.,74,665622,LF,2,0,0,0,0,0,1,0,1,1,1,.200,.375,.200,.575,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,,,,0.142,0.415,,0.238,0.117,0.087,-0.35,,-0.8,-0.8,-0.73,1.25,96.1,,87.3,95.5,85.3,79.6,0.313,0.406,0.141,0.233,0.456,0.484,,,,0.272,0.494,0.121,0.146,0.366,0.308,0.256,0.282,0.304,,,,,,,,,,,,,,,,,,
2023/09/09,6:09 PM.,OAK,TEX,home,Roof Closed.,74,656794,RF,0,0,0,0,0,0,0,0,0,0,0,.333,.500,.333,.833,656794,seannewcomb,"Newcomb, S",Left,Sean Newcomb,OAK,3.0,3.98,15.0,98.0,85.0,96.0,0.824,10.2,5.4,4.8,0.6,1.08,0.455,0.242,0.212,0.242,0.418,70.0,97.0,104.0,105.0,91.0,96.0,73.0,103.0,96.0,78.0,104.0,101.0,,,,86.0,88.0,93.0,0.068,0.518,0.011,,0.375,0.029,1.81,2.37,9.99,,-0.07,-2.63,93.4,89.8,84.6,92.4,,80.6,0.0,0.0,0.16699999999999998,,,,,,,0.154,0.308,0.21600000000000003,0.143,0.286,0.273,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,
2023/09/08,7:08 PM.,OAK,TEX,home,Roof Closed.,74,621112,RF,3,0,1,0,0,0,0,1,1,2,1,.333,.500,.333,.833,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,106.0,100.0,100.0,0.24,0.146,0.204,0.181,0.117,0.112,-2.52,-2.38,-0.75,0.46,1.69,2.14,91.9,88.9,86.0,91.8,80.8,79.1,0.306,0.435,0.15,0.198,0.308,0.344,0.435,0.624,0.159,0.383,0.553,0.17,0.14,0.326,0.245,0.143,0.286,0.389,,,,,,,,,,,,,,,,,,
