date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/08/05,6:47 PM.,AZ,MIN,home,Partly Cloudy.,84,669194,1B,3,0,0,0,0,0,0,0,1,3,1,.174,.289,.432,.721,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052,0.133,-0.72,,0.52,-2.44,-0.16,94.4,83.3,,81.7,76.4,0.174,0.565,0.257,0.308,0.553,0.16699999999999998,0.429,0.714,0.182,,,,0.203,0.407,0.312,101.0,111.0,105.0,0.135,,-1.72,,85.6,,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,
2023/08/04,7:11 PM.,AZ,MIN,home,Overcast.,83,518876,1B,3,0,0,0,0,0,0,0,1,2,2,.176,.290,.437,.727,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.11,0.231,0.04,0.83,-0.64,-0.45,2.43,92.2,88.7,92.4,85.5,82.1,0.217,0.391,0.413,0.224,0.489,0.259,0.268,0.411,0.256,0.261,0.378,0.163,0.18,0.234,0.32,87.0,101.0,99.0,0.181,,0.88,,90.8,,0.22,0.352,0.244,,,,,,,,,,,,,,,,,,
2023/08/03,6:46 PM.,STL,MIN,away,Cloudy.,83,669461,LF,0,0,0,0,0,0,0,0,0,0,0,.179,.290,.443,.733,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,72.0,100.0,96.0,101.0,87.0,97.0,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,0.185,0.382,0.127,0.224,0.081,-0.74,1.76,-2.12,-1.62,-0.64,94.2,87.3,94.3,86.6,76.6,0.333,0.533,0.28600000000000003,0.308,0.49,0.161,0.222,0.472,0.33799999999999997,0.208,0.302,0.098,0.278,0.389,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/02,6:45 PM.,STL,MIN,away,Overcast.,81,641712,1B,3,0,1,0,0,0,0,0,0,1,0,.179,.290,.443,.733,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,0.024,0.43,0.04,-0.76,-0.31,-4.54,91.1,84.4,91.6,85.1,81.4,0.258,0.43,0.39299999999999996,0.281,0.328,0.129,0.25,0.25,0.306,0.308,0.526,0.07200000000000001,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/01,6:46 PM.,STL,MIN,away,Partly Cloudy.,84,571945,1B,2,0,0,0,0,0,0,0,0,1,2,.177,.290,.444,.734,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.054,-0.19,-1.61,0.62,-0.92,2.68,93.3,84.4,92.7,86.4,75.9,0.245,0.375,0.22399999999999998,0.29,0.495,0.18899999999999997,0.261,0.387,0.198,0.34,0.54,0.085,0.182,0.382,0.085,,,,,0.002,,-0.89,,68.1,,,,,,,,,,,,,,,,,,,,,
2023/07/30,1:12 PM.,KC,MIN,away,Sunny.,87,642232,PH,1,0,0,0,0,0,0,0,0,1,1,.178,.292,.448,.740,642232,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.219,0.285,0.444,61.0,105.0,94.0,102.0,98.0,108.0,,,,76.0,108.0,89.0,,,,0.002,0.308,,0.26,0.182,0.59,1.21,,-0.24,-2.4,87.0,78.5,88.2,,71.9,,,,0.283,0.37,0.127,0.208,0.386,0.382,,,,0.329,0.6,0.27699999999999997,77.0,106.0,93.0,0.248,,1.48,,84.2,,0.289,0.378,0.121,,,,,,,,,,,,,,,,,,
2023/07/28,7:10 PM.,KC,MIN,away,Clear.,97,663903,LF,3,0,1,0,0,0,0,0,0,2,2,.179,.293,.450,.743,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,,0.063,-2.24,-1.24,0.01,,-0.3,90.9,87.7,92.1,84.0,,0.0,0.0,0.6,,,,,,,0.339,0.555,0.113,0.265,0.353,0.10400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/26,12:11 PM.,SEA,MIN,home,Partly Cloudy.,83,682243,1B,3,1,1,1,0,0,1,0,0,2,1,.177,.293,.451,.744,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.274,0.009,0.056,0.3,1.22,0.14,-8.41,0.66,95.1,85.0,95.1,85.0,78.2,0.3,0.475,0.174,0.256,0.45,0.271,0.667,1.333,0.125,0.26,0.36,0.096,0.167,0.433,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/25,6:41 PM.,SEA,MIN,home,Cloudy.,90,669923,CF,2,0,0,0,0,0,0,0,0,2,1,.175,.292,.448,.740,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.216,0.394,0.197,,0.018,1.34,0.43,1.03,,-5.31,96.1,86.6,95.8,86.3,,0.264,0.377,0.22,0.234,0.392,0.28,0.265,0.458,0.159,0.261,0.383,0.131,0.5,0.9,0.125,,,,,0.115,,0.35,,81.8,,,,95.0,103.0,110.0,0.061,1.07,84.9,0.143,0.286,0.35700000000000004,,,,,,,75.1,0.001,0.26
2023/07/24,6:41 PM.,SEA,MIN,home,Partly Cloudy.,83,622491,LF,3,0,0,0,0,0,0,0,0,2,1,.176,.295,.452,.747,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,,0.156,1.31,0.6,-0.12,,-1.6,96.3,88.3,95.9,85.7,,0.234,0.455,0.37799999999999995,0.165,0.384,0.33,,,,0.239,0.337,0.136,0.28,0.42,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/23,1:13 PM.,CWS,MIN,home,Overcast.,82,608337,LF,1,1,0,0,0,0,0,0,0,0,2,.179,.298,.459,.757,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.283,-0.85,,-0.25,-3.72,-0.2,93.1,80.9,,84.0,77.9,0.236,0.438,0.345,0.262,0.546,0.2,0.5,0.5,0.2,,,,0.209,0.442,0.35200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/20,12:41 PM.,SEA,MIN,away,Sunny.,76,669923,CF,3,0,0,0,0,0,0,0,0,1,1,.180,.299,.461,.760,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.216,0.394,0.197,,0.018,1.34,0.43,1.03,,-5.31,96.1,86.6,95.8,86.3,,0.264,0.377,0.22,0.234,0.392,0.28,0.265,0.458,0.159,0.261,0.383,0.131,0.5,0.9,0.125,,,,,0.115,,0.35,,81.8,,,,95.0,103.0,110.0,0.061,1.07,84.9,0.143,0.286,0.35700000000000004,,,,,,,75.1,0.001,0.26
2023/07/19,6:40 PM.,SEA,MIN,away,Clear.,83,622491,LF,3,0,0,0,0,0,0,0,0,3,3,.182,.303,.467,.770,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,,0.156,1.31,0.6,-0.12,,-1.6,96.3,88.3,95.9,85.7,,0.234,0.455,0.37799999999999995,0.165,0.384,0.33,,,,0.239,0.337,0.136,0.28,0.42,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/18,6:42 PM.,SEA,MIN,away,Clear.,77,693433,LF,4,0,0,0,0,0,0,0,1,3,4,.185,.306,.474,.780,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.037,0.69,1.34,-0.83,,-2.37,95.1,89.7,95.0,86.0,,0.257,0.457,0.311,0.207,0.407,0.303,,,,0.213,0.372,0.20800000000000002,0.4,0.4,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/17,6:40 PM.,SEA,MIN,away,Partly Cloudy.,70,669302,CF,4,1,1,0,0,1,1,0,0,1,3,.188,.309,.483,.792,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,0.003,0.419,0.297,,,0.01,-11.33,1.84,,,95.7,,93.7,88.7,,0.211,0.349,0.322,0.28,0.491,0.177,0.214,0.371,0.306,0.667,1.0,0.25,,,,,,,,0.134,,0.39,,80.3,,,,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,110.0,95.0,103.0,,,,,,
2023/07/16,1:09 PM.,OAK,MIN,away,Partly Cloudy.,79,676664,LF,0,0,0,0,0,0,0,0,1,0,0,.187,.310,.473,.783,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,,0.151,-0.84,0.63,-0.06,,0.36,93.1,84.1,92.1,81.4,,0.21,0.395,0.28300000000000003,0.256,0.478,0.217,,,,,,,0.277,0.438,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/15,4:09 PM.,OAK,MIN,away,Sunny.,80,643493,LF,2,0,0,0,0,0,0,0,2,1,1,.187,.307,.473,.780,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.16,0.06,-1.17,3.55,0.34,2.21,1.29,91.8,87.1,91.3,87.6,81.2,0.238,0.365,0.245,0.344,0.469,0.182,0.143,0.314,0.22,0.216,0.297,0.135,0.308,0.385,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/14,6:41 PM.,OAK,MIN,away,Clear.,71,686610,LF,2,1,1,0,0,1,2,0,0,1,0,.189,.303,.478,.781,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.543,0.271,0.02,0.166,-0.52,,-0.79,-3.62,-1.4,93.3,84.2,,81.1,74.5,0.218,0.423,0.32799999999999996,0.275,0.493,0.17800000000000002,0.333,0.833,0.0,,,,0.34,0.515,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/09,1:13 PM.,BAL,MIN,home,Sunny.,80,502043,LF,3,0,0,0,0,0,0,0,0,1,0,.186,.302,.462,.764,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,0.261,0.134,0.184,0.084,0.17,-0.69,-0.08,2.01,0.01,-0.29,92.1,85.5,91.9,81.6,79.5,0.147,0.228,0.47100000000000003,0.287,0.55,0.156,0.279,0.419,0.40399999999999997,0.289,0.459,0.11,0.288,0.453,0.29100000000000004,90.0,95.0,92.0,0.166,,-1.02,,89.8,,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,
2023/07/08,1:11 PM.,BAL,MIN,home,Partly Cloudy.,76,669330,LF,3,0,0,0,0,0,0,0,0,3,0,.189,.306,.469,.775,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,,0.377,0.164,0.078,0.185,0.59,,1.18,0.41,0.43,92.5,85.4,,84.0,74.1,0.149,0.23,0.28,0.2,0.467,0.266,0.217,0.348,0.184,,,,0.196,0.382,0.32799999999999996,85.0,100.0,96.0,0.195,,0.67,,88.7,,0.212,0.537,0.193,,,,,,,,,,,,,,,,,,
2023/07/07,7:11 PM.,BAL,MIN,home,Partly Cloudy.,73,608344,LF,1,0,1,0,0,0,0,0,0,0,0,.192,.310,.477,.787,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,0.207,0.28,,0.143,0.211,0.22,0.95,,-0.89,-2.77,92.2,84.2,91.9,,77.2,,,,0.247,0.459,0.204,0.229,0.343,0.23,0.28,0.36,0.195,0.324,0.568,0.168,99.0,99.0,94.0,0.159,,2.29,,85.5,,0.18,0.279,0.26,,,,,,,,,,,,,,,,,,
2023/07/05,6:40 PM.,KC,MIN,home,Partly Cloudy.,75,679525,LF,3,0,0,0,0,0,0,0,0,2,1,.188,.307,.474,.781,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.178,0.428,0.096,0.356,0.386,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,0.072,0.373,0.258,0.149,0.149,-0.89,1.98,-1.26,-0.87,-3.65,94.2,87.0,94.1,86.1,81.1,0.233,0.533,0.365,0.256,0.523,0.258,0.263,0.474,0.304,0.29,0.452,0.061,0.346,0.654,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/04,1:11 PM.,KC,MIN,home,Overcast.,79,425844,LF,1,0,0,0,0,0,0,0,0,1,0,.190,.311,.481,.792,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,0.157,0.265,0.2,0.141,0.166,0.25,-0.92,1.12,-2.99,0.06,89.5,86.5,89.8,79.2,72.5,0.214,0.282,0.231,0.276,0.472,0.159,0.386,0.729,0.155,0.333,0.609,0.081,0.241,0.37,0.207,100.0,113.0,103.0,0.07,0.0,-0.94,-3.64,85.2,57.9,0.32,0.5,0.18600000000000003,,,,,,,,,,,,,,,,,,
2023/07/03,7:12 PM.,KC,MIN,home,Partly Cloudy.,92,680735,LF,1,1,0,0,0,0,0,0,1,1,1,.191,.312,.484,.796,680735,austincox,Cox,Left,Austin Cox,KCR,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.351,0.103,0.371,0.42,80.0,99.0,95.0,87.0,104.0,109.0,75.0,98.0,93.0,,,,101.0,113.0,111.0,,0.486,0.017,0.152,0.152,0.04,,0.86,1.57,-0.04,91.5,82.9,,83.4,77.8,0.333,0.333,0.0,0.246,0.377,0.29,0.211,0.368,0.212,,,,0.176,0.176,0.19399999999999998,118.0,105.0,104.0,0.192,,1.14,,86.7,,0.185,0.333,0.368,,,,,,,,,,,,,,,,,,
2023/07/02,12:06 PM.,BAL,MIN,away,Cloudy.,84,608344,LF,2,0,0,0,0,0,0,0,0,1,0,.193,.311,.487,.798,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,0.207,0.28,,0.143,0.211,0.22,0.95,,-0.89,-2.77,92.2,84.2,91.9,,77.2,,,,0.247,0.459,0.204,0.229,0.343,0.23,0.28,0.36,0.195,0.324,0.568,0.168,99.0,99.0,94.0,0.159,,2.29,,85.5,,0.18,0.279,0.26,,,,,,,,,,,,,,,,,,
2023/07/01,4:05 PM.,BAL,MIN,away,Overcast.,81,680694,LF,2,1,1,0,0,1,1,0,1,1,0,.195,.313,.492,.805,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.224,0.313,0.173,0.083,-1.0,1.53,1.77,3.99,-0.36,94.5,90.8,95.0,88.1,84.8,0.168,0.272,0.364,0.366,0.602,0.15,0.142,0.165,0.35600000000000004,0.23,0.367,0.15,0.259,0.37,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/30,8:31 PM.,BAL,MIN,away,Cloudy.,73,665152,LF,3,2,1,0,0,1,1,0,1,1,0,.191,.308,.475,.783,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.089,0.123,0.43,1.81,-1.43,-2.29,-1.4,94.6,85.3,91.9,82.8,78.1,0.25,0.417,0.244,0.252,0.409,0.262,0.347,0.592,0.24,0.269,0.38,0.081,0.26,0.377,0.27,104.0,106.0,102.0,0.239,,0.02,,88.8,,0.222,0.416,0.27699999999999997,,,,,,,,,,,,,,,,,,
2023/06/28,12:20 PM.,ATL,MIN,away,Sunny.,85,663465,LF,3,0,0,0,0,0,0,0,0,3,2,.189,.305,.461,.766,663465,kolbyallard,Allard,Left,Kolby Allard,ATL,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.437,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,,,,,,,,0.452,,0.236,0.09,-0.95,,,1.71,-5.89,90.5,82.6,,,72.6,,,,0.286,0.464,0.24,0.222,0.333,0.316,,,,0.4,1.0,0.14300000000000002,101.0,115.0,116.0,0.221,,-0.75,,82.9,,0.4,0.4,0.28600000000000003,,,,,,,,,,,,,,,,,,
2023/06/27,7:21 PM.,ATL,MIN,away,Partly Cloudy.,86,693821,LF,4,1,2,1,0,0,0,0,0,1,2,.192,.309,.469,.778,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,,0.137,-1.13,0.01,0.97,,1.3,90.7,85.0,89.5,82.7,,0.21,0.393,0.337,0.286,0.495,0.19399999999999998,,,,0.28,0.402,0.134,0.188,0.235,0.23600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/26,7:21 PM.,ATL,MIN,away,Partly Cloudy.,88,675911,LF,3,1,1,0,0,1,1,0,1,2,1,.185,.305,.462,.767,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.338,,0.073,0.4,,1.67,,0.97,97.2,87.0,,85.6,,0.154,0.269,0.5529999999999999,0.256,0.431,0.287,,,,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/25,12:10 PM.,DET,MIN,away,Partly Cloudy.,82,547179,RF,3,0,0,0,0,0,0,0,0,2,4,.182,.302,.447,.749,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.347,0.297,0.011,0.216,1.17,0.73,0.34,-4.26,0.26,94.3,84.5,93.7,84.7,82.3,0.293,0.61,0.214,0.211,0.333,0.171,0.667,1.667,0.182,0.333,0.4,0.038,0.186,0.403,0.314,89.0,75.0,71.0,0.009,,-7.35,,90.8,,0.6,1.2,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/06/24,7:15 PM.,DET,MIN,away,Partly Cloudy.,84,681857,LF,4,1,1,0,0,1,1,0,0,3,2,.186,.306,.455,.761,681857,reeseolson,Olson,Right,Reese Olson,DET,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.189,0.4,0.13,0.354,0.4,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,0.2,0.285,0.306,0.058,0.151,0.85,1.25,-0.14,0.83,0.98,94.8,87.8,94.8,84.8,78.8,0.217,0.433,0.41600000000000004,0.171,0.381,0.158,0.167,0.222,0.311,0.278,0.367,0.121,0.208,0.283,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/23,6:41 PM.,DET,MIN,away,Cloudy.,68,666214,LF,1,0,0,0,0,0,0,0,0,0,0,.184,.307,.442,.749,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,,0.416,,0.158,0.175,-2.53,,,-0.86,-0.22,93.4,85.0,,,77.5,,,,0.374,0.682,0.19,0.247,0.356,0.285,,,,0.189,0.392,0.318,91.0,97.0,93.0,0.251,,-0.57,,86.0,,0.271,0.5,0.29100000000000004,,,,,,,,,,,,,,,,,,
2023/06/21,6:43 PM.,BOS,MIN,home,Partly Cloudy.,90,676477,LF,2,0,0,0,0,0,0,0,0,2,1,.185,.309,.444,.753,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,,0.241,-2.31,-0.46,0.44,,-2.21,94.6,82.7,94.0,79.6,,0.167,0.333,0.47200000000000003,,,,,,,0.326,0.538,0.184,0.312,0.559,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
